ein,plan_number,sponsor_dfe_name,plan_name,active,retired,terminated,total,liability_total,liability_active,liability_retired,merge_status,plan_count
264041465,002,,,5.0,0.0,0.0,5.0,910830.0,909780.0,0.0,NO_5500,1
264042594,002,,,3.0,0.0,0.0,3.0,379152.0,379152.0,0.0,NO_5500,1
264043258,002,,,13.0,0.0,0.0,13.0,435223.0,435223.0,0.0,NO_5500,1
264043974,002,,,4.0,0.0,4.0,8.0,1613193.0,1610281.0,0.0,NO_5500,1
264044346,001,,,3.0,0.0,0.0,3.0,950730.0,950730.0,0.0,NO_5500,1
264045553,002,,,5.0,0.0,0.0,5.0,127502.0,0.0,0.0,NO_5500,1
264049662,002,,,12.0,0.0,0.0,12.0,152761.0,1051.0,0.0,NO_5500,1
264052237,002,,,7.0,0.0,4.0,11.0,2295820.0,2268188.0,0.0,NO_5500,1
264053221,002,,,7.0,0.0,1.0,8.0,619285.0,617945.0,0.0,NO_5500,1
264053620,001,,,5.0,0.0,0.0,5.0,310761.0,310761.0,0.0,NO_5500,1
264053723,001,,,8.0,0.0,0.0,8.0,1247815.0,1210691.0,0.0,NO_5500,1
264058561,002,,,4.0,0.0,1.0,5.0,421326.0,421044.0,0.0,NO_5500,1
264061096,002,,,7.0,0.0,5.0,12.0,722175.0,688200.0,0.0,NO_5500,1
264062037,002,,,3.0,0.0,0.0,3.0,1082871.0,1082871.0,0.0,NO_5500,1
264063923,001,,,3.0,0.0,0.0,3.0,681045.0,681045.0,0.0,NO_5500,1
264067392,002,,,3.0,0.0,0.0,3.0,669405.0,669405.0,0.0,NO_5500,1
264070710,003,,,53.0,0.0,12.0,65.0,2553253.0,2520608.0,0.0,NO_5500,1
264076550,002,,,3.0,0.0,0.0,3.0,310979.0,186587.0,0.0,NO_5500,1
264078600,002,,,0.0,0.0,1.0,1.0,3075063.0,0.0,0.0,NO_5500,1
264079160,002,,,3.0,0.0,0.0,3.0,885816.0,0.0,0.0,NO_5500,1
264079771,002,,,29.0,0.0,1.0,30.0,737143.0,411825.0,0.0,NO_5500,1
264081677,001,,,18.0,0.0,4.0,22.0,5189577.0,5186418.0,0.0,NO_5500,1
264084001,005,,,14.0,0.0,1.0,15.0,2108439.0,1995298.0,0.0,NO_5500,1
264085233,002,,,5.0,0.0,6.0,11.0,3287500.0,1246288.0,0.0,NO_5500,1
264085512,001,,,10.0,0.0,1.0,11.0,1916980.0,1867253.0,0.0,NO_5500,1
264085758,002,,,10.0,0.0,2.0,12.0,628596.0,613754.0,0.0,NO_5500,1
264086628,001,,,3.0,0.0,0.0,3.0,983243.0,982794.0,0.0,NO_5500,1
264089921,002,,,4.0,0.0,0.0,4.0,1106341.0,1106341.0,0.0,NO_5500,1
264092242,002,,,7.0,0.0,9.0,16.0,2075736.0,2019582.0,0.0,NO_5500,1
264092713,002,,,13.0,0.0,2.0,15.0,388436.0,388436.0,0.0,NO_5500,1
264093179,002,,,2.0,0.0,0.0,2.0,390946.0,390946.0,0.0,NO_5500,1
264100097,002,,,33.0,0.0,3.0,36.0,2204920.0,2197185.0,0.0,NO_5500,1
264100282,002,,,3.0,0.0,0.0,3.0,1212266.0,1212266.0,0.0,NO_5500,1
264105351,002,,,2.0,0.0,0.0,2.0,781120.0,781120.0,0.0,NO_5500,1
264108806,002,,,4.0,0.0,1.0,5.0,1134610.0,1130239.0,0.0,NO_5500,1
264109050,002,,,12.0,0.0,1.0,13.0,237931.0,236047.0,0.0,NO_5500,1
264110147,001,,,3.0,0.0,0.0,3.0,526661.0,421329.0,0.0,NO_5500,1
264110853,002,,,35.0,0.0,6.0,41.0,1784278.0,1758296.0,0.0,NO_5500,1
264113201,002,,,8.0,0.0,3.0,11.0,1196483.0,1194114.0,0.0,NO_5500,1
264116465,002,,,4.0,0.0,0.0,4.0,892242.0,892242.0,0.0,NO_5500,1
264118760,002,,,9.0,0.0,1.0,10.0,977425.0,963171.0,0.0,NO_5500,1
264119512,002,,,6.0,0.0,2.0,8.0,1312117.0,1306923.0,0.0,NO_5500,1
264119650,001,,,2.0,0.0,0.0,2.0,351500.0,351500.0,0.0,NO_5500,1
264121136,002,,,2.0,0.0,1.0,3.0,506938.0,504809.0,0.0,NO_5500,1
264121489,002,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,NO_5500,1
264122531,002,,,11.0,0.0,13.0,24.0,4044221.0,3958333.0,0.0,NO_5500,1
264122996,002,,,12.0,0.0,9.0,21.0,1154884.0,1135820.0,0.0,NO_5500,1
264125243,002,,,26.0,0.0,33.0,59.0,1397880.0,1257877.0,0.0,NO_5500,1
264127239,001,,,9.0,0.0,8.0,17.0,6489373.0,6387261.0,0.0,NO_5500,1
264127579,003,,,13.0,0.0,0.0,13.0,0.0,0.0,0.0,NO_5500,1
264134877,002,,,19.0,0.0,1.0,20.0,1266850.0,1231316.0,0.0,NO_5500,1
264137974,001,,,5.0,0.0,0.0,5.0,512665.0,512665.0,0.0,NO_5500,1
264138179,002,,,6.0,0.0,0.0,6.0,69662.0,69662.0,0.0,NO_5500,1
264138207,001,,,2.0,0.0,0.0,2.0,648667.0,648667.0,0.0,NO_5500,1
264138326,001,,,6.0,0.0,2.0,8.0,2067736.0,2064263.0,0.0,NO_5500,1
264138495,002,,,8.0,0.0,0.0,8.0,317241.0,0.0,0.0,NO_5500,1
264141691,002,,,18.0,0.0,0.0,18.0,582532.0,580695.0,0.0,NO_5500,1
264142604,002,,,5.0,0.0,0.0,5.0,376928.0,376234.0,0.0,NO_5500,1
264143481,002,,,4.0,0.0,0.0,4.0,309034.0,309034.0,0.0,NO_5500,1
264149033,002,,,7.0,0.0,1.0,8.0,292756.0,292077.0,0.0,NO_5500,1
264152630,002,,,2.0,0.0,1.0,3.0,954019.0,947932.0,0.0,NO_5500,1
264153266,002,,,4.0,0.0,1.0,5.0,2751166.0,2742675.0,0.0,NO_5500,1
264163441,002,,,4.0,0.0,0.0,4.0,779673.0,779673.0,0.0,NO_5500,1
264164342,004,,,10.0,0.0,8.0,18.0,970396.0,943609.0,0.0,NO_5500,1
264165151,002,,,6.0,0.0,0.0,6.0,334251.0,334251.0,0.0,NO_5500,1
264165666,002,,,2.0,0.0,0.0,2.0,865544.0,865544.0,0.0,NO_5500,1
264168920,003,,,7.0,0.0,5.0,12.0,2407326.0,236561.0,0.0,NO_5500,1
264172873,002,,,4.0,0.0,0.0,4.0,185240.0,185240.0,0.0,NO_5500,1
264173667,003,,,12.0,0.0,5.0,17.0,3399980.0,3381680.0,0.0,NO_5500,1
264174380,002,,,2.0,0.0,2.0,4.0,0.0,0.0,0.0,NO_5500,1
264174884,003,,,6.0,0.0,0.0,6.0,769036.0,769036.0,0.0,NO_5500,1
264178455,002,,,7.0,0.0,1.0,8.0,1243309.0,1241716.0,0.0,NO_5500,1
264178934,001,,,5.0,0.0,2.0,7.0,1057710.0,1034875.0,0.0,NO_5500,1
264179863,001,,,6.0,0.0,3.0,9.0,896650.0,880604.0,0.0,NO_5500,1
264181449,001,,,2.0,0.0,0.0,2.0,1240208.0,1240208.0,0.0,NO_5500,1
264181643,001,,,2.0,0.0,3.0,5.0,1385218.0,1275852.0,0.0,NO_5500,1
264186505,002,,,11.0,0.0,1.0,12.0,1737058.0,1730909.0,0.0,NO_5500,1
264187264,001,,,1.0,0.0,2.0,3.0,1515075.0,1509240.0,0.0,NO_5500,1
264191317,001,,,2.0,0.0,0.0,2.0,295755.0,59151.0,0.0,NO_5500,1
264193229,002,,,1.0,0.0,1.0,2.0,426836.0,425439.0,0.0,NO_5500,1
264196112,002,,,8.0,0.0,4.0,12.0,449507.0,442662.0,0.0,NO_5500,1
264198594,002,,,8.0,0.0,0.0,8.0,2059869.0,2059869.0,0.0,NO_5500,1
264199642,002,,,7.0,0.0,0.0,7.0,0.0,0.0,0.0,NO_5500,1
264199825,002,,,4.0,0.0,0.0,4.0,4279626.0,4279626.0,0.0,NO_5500,1
264206880,003,,,7.0,0.0,0.0,7.0,2523840.0,2523124.0,0.0,NO_5500,1
264207270,002,,,1.0,0.0,1.0,2.0,2180116.0,1696019.0,0.0,NO_5500,1
264212515,002,,,4.0,0.0,0.0,4.0,313517.0,313517.0,0.0,NO_5500,1
264214409,002,,,3.0,0.0,0.0,3.0,1169419.0,1169419.0,0.0,NO_5500,1
264217074,002,,,10.0,0.0,7.0,17.0,2020072.0,1986452.0,0.0,NO_5500,1
264218672,002,,,4.0,0.0,0.0,4.0,305223.0,305223.0,0.0,NO_5500,1
264219622,002,,,4.0,0.0,1.0,5.0,926060.0,0.0,0.0,NO_5500,1
264221719,002,,,1.0,0.0,7.0,8.0,273918.0,257940.0,0.0,NO_5500,1
264224846,002,,,16.0,0.0,3.0,19.0,816081.0,809844.0,0.0,NO_5500,1
264225590,002,,,7.0,0.0,0.0,7.0,225388.0,225388.0,0.0,NO_5500,1
264230047,002,JASON SNIBBE MD MEDICAL CORP,JASON SNIBBE MD MEDICAL CORP DEFINED BENEFIT PENSION PLAN,2.0,0.0,3.0,5.0,990652.0,971662.0,0.0,FULL_MATCH,1
264235966,002,,,19.0,0.0,1.0,20.0,1011331.0,992364.0,0.0,NO_5500,1
264236298,001,,,4.0,0.0,0.0,4.0,2307847.0,2307847.0,0.0,NO_5500,1
264238524,001,,,3.0,0.0,0.0,3.0,5496104.0,5496104.0,0.0,NO_5500,1
264240766,002,,,56.0,0.0,0.0,56.0,2552887.0,2340550.0,0.0,NO_5500,1
264243140,002,,,25.0,0.0,2.0,27.0,1728760.0,1688334.0,0.0,NO_5500,1
264243715,002,,,2.0,0.0,0.0,2.0,380840.0,380840.0,0.0,NO_5500,1
264244160,002,,,9.0,0.0,5.0,14.0,500235.0,485581.0,0.0,NO_5500,1
264250087,002,,,7.0,0.0,0.0,7.0,573678.0,569858.0,0.0,NO_5500,1
264252436,002,,,13.0,0.0,2.0,15.0,384029.0,378835.0,0.0,NO_5500,1
264254106,002,,,3.0,0.0,2.0,5.0,211311.0,181234.0,0.0,NO_5500,1
264256324,002,,,9.0,0.0,3.0,12.0,533214.0,523504.0,0.0,NO_5500,1
264261242,001,"HAMPTONS TECHNOLOGY GROUP, INC.","HAMPTONS TECHNOLOGY GROUP, INC. CASH BALANCE PLAN",6.0,0.0,0.0,6.0,757253.0,757253.0,0.0,FULL_MATCH,1
264261933,001,,,2.0,0.0,0.0,2.0,967990.0,967990.0,0.0,NO_5500,1
264264212,002,,,23.0,0.0,0.0,23.0,2187593.0,2186309.0,0.0,NO_5500,1
264267198,003,,,12.0,0.0,9.0,21.0,708536.0,686822.0,0.0,NO_5500,1
264273168,002,,,1.0,0.0,1.0,2.0,1746621.0,1740326.0,0.0,NO_5500,1
264274464,002,,,10.0,0.0,4.0,14.0,375768.0,354211.0,0.0,NO_5500,1
264276380,002,,,4.0,0.0,1.0,5.0,492450.0,491368.0,0.0,NO_5500,1
264277377,002,,,3.0,0.0,0.0,3.0,429153.0,429153.0,0.0,NO_5500,1
264278715,002,,,9.0,0.0,3.0,12.0,760461.0,742341.0,0.0,NO_5500,1
264281396,002,,,13.0,0.0,0.0,13.0,761040.0,0.0,0.0,NO_5500,1
264281973,002,,,3.0,0.0,0.0,3.0,1615578.0,1615578.0,0.0,NO_5500,1
264291966,002,,,3.0,0.0,0.0,3.0,355715.0,355715.0,0.0,NO_5500,1
264307045,002,,,1.0,0.0,2.0,3.0,675312.0,672350.0,0.0,NO_5500,1
264314796,002,,,12.0,0.0,0.0,12.0,502866.0,497813.0,0.0,NO_5500,1
264315459,002,,,2.0,0.0,1.0,3.0,1151398.0,1150520.0,0.0,NO_5500,1
264316789,002,,,3.0,0.0,0.0,3.0,1324369.0,1324369.0,0.0,NO_5500,1
264322254,002,,,3.0,0.0,0.0,3.0,206237.0,0.0,0.0,NO_5500,1
264324171,002,,,3.0,0.0,0.0,3.0,1101793.0,1101793.0,0.0,NO_5500,1
264333900,002,,,3.0,0.0,0.0,3.0,640892.0,640892.0,0.0,NO_5500,1
264335312,002,,,3.0,0.0,0.0,3.0,579224.0,578045.0,0.0,NO_5500,1
264335896,002,,,36.0,0.0,30.0,66.0,962121.0,476710.0,0.0,NO_5500,1
264336703,001,,,6.0,0.0,3.0,9.0,1437127.0,1430453.0,0.0,NO_5500,1
264337191,002,,,2.0,0.0,0.0,2.0,1101353.0,1101353.0,0.0,NO_5500,1
264339068,001,,,3.0,0.0,0.0,3.0,1181116.0,1181116.0,0.0,NO_5500,1
264341462,002,,,8.0,0.0,2.0,10.0,1108275.0,1103159.0,0.0,NO_5500,1
264343755,002,,,4.0,0.0,0.0,4.0,145069.0,58028.0,0.0,NO_5500,1
264344771,002,,,10.0,0.0,1.0,11.0,169619.0,166191.0,0.0,NO_5500,1
264346368,003,,,3.0,0.0,0.0,3.0,988953.0,988953.0,0.0,NO_5500,1
264346696,002,,,11.0,0.0,4.0,15.0,294256.0,288490.0,0.0,NO_5500,1
264348233,002,,,5.0,0.0,0.0,5.0,347486.0,347486.0,0.0,NO_5500,1
264350694,002,,,3.0,0.0,0.0,3.0,214948.0,214948.0,0.0,NO_5500,1
264353367,002,,,6.0,0.0,0.0,6.0,1067063.0,1067063.0,0.0,NO_5500,1
264353948,005,,,3.0,0.0,0.0,3.0,1119541.0,1119541.0,0.0,NO_5500,1
264356574,001,,,14.0,0.0,4.0,18.0,964679.0,956965.0,0.0,NO_5500,1
264357096,002,,,5.0,0.0,0.0,5.0,1686290.0,1686169.0,0.0,NO_5500,1
264359076,003,,,15.0,0.0,4.0,19.0,373372.0,362217.0,0.0,NO_5500,1
264362253,002,,,8.0,0.0,5.0,13.0,2322068.0,2290172.0,0.0,NO_5500,1
264365497,002,,,3.0,0.0,1.0,4.0,1382409.0,1381738.0,0.0,NO_5500,1
264366920,002,,,3.0,0.0,0.0,3.0,755739.0,755044.0,0.0,NO_5500,1
264367180,002,,,12.0,0.0,3.0,15.0,1316123.0,1304956.0,0.0,NO_5500,1
264372721,002,,,8.0,0.0,21.0,29.0,2235551.0,2209606.0,0.0,NO_5500,1
264373742,002,,,5.0,0.0,1.0,6.0,167239.0,166584.0,0.0,NO_5500,1
264373905,001,,,3.0,0.0,0.0,3.0,1769418.0,1769418.0,0.0,NO_5500,1
264374895,002,,,4.0,0.0,1.0,5.0,200912.0,200568.0,0.0,NO_5500,1
264375713,001,,,2.0,0.0,0.0,2.0,825456.0,825456.0,0.0,NO_5500,1
264376233,002,,,1.0,0.0,1.0,2.0,206911.0,206096.0,0.0,NO_5500,1
264384637,002,,,19.0,0.0,0.0,19.0,0.0,0.0,0.0,NO_5500,1
264384789,002,,,7.0,0.0,4.0,11.0,1372058.0,1365818.0,0.0,NO_5500,1
264387474,002,,,13.0,0.0,0.0,13.0,351761.0,351761.0,0.0,NO_5500,1
264387936,001,,,3.0,0.0,0.0,3.0,806.0,806.0,0.0,NO_5500,1
264390441,002,,,7.0,0.0,4.0,11.0,1475796.0,1464608.0,0.0,NO_5500,1
264391663,002,,,7.0,0.0,4.0,11.0,2427444.0,2398758.0,0.0,NO_5500,1
264396319,003,,,2.0,0.0,1.0,3.0,1039666.0,1038922.0,0.0,NO_5500,1
264400534,002,,,3.0,0.0,0.0,3.0,380622.0,380622.0,0.0,NO_5500,1
264400715,002,,,8.0,0.0,0.0,8.0,438304.0,0.0,0.0,NO_5500,1
264400863,002,,,4.0,0.0,2.0,6.0,3995990.0,3975669.0,0.0,NO_5500,1
264402409,001,,,2.0,0.0,0.0,2.0,1042944.0,1042944.0,0.0,NO_5500,1
264409612,002,,,3.0,0.0,1.0,4.0,630280.0,624993.0,0.0,NO_5500,1
264414075,002,,,9.0,0.0,0.0,9.0,658263.0,0.0,0.0,NO_5500,1
264416963,002,,,21.0,0.0,1.0,22.0,536667.0,528865.0,0.0,NO_5500,1
264418668,003,,,33.0,0.0,1.0,34.0,626379.0,625042.0,0.0,NO_5500,1
264419261,002,,,6.0,0.0,2.0,8.0,444575.0,437296.0,0.0,NO_5500,1
264421439,002,,,2.0,0.0,0.0,2.0,447372.0,447372.0,0.0,NO_5500,1
264423512,002,,,4.0,0.0,0.0,4.0,254731.0,52853.0,0.0,NO_5500,1
264423983,002,,,4.0,0.0,0.0,4.0,1689242.0,1689242.0,0.0,NO_5500,1
264427274,001,,,5.0,0.0,0.0,5.0,826453.0,826453.0,0.0,NO_5500,1
264427655,002,,,2.0,0.0,0.0,2.0,838979.0,838979.0,0.0,NO_5500,1
264430444,003,,,6.0,0.0,0.0,6.0,2058304.0,2058304.0,0.0,NO_5500,1
264431318,001,,,11.0,0.0,6.0,17.0,1783840.0,1768722.0,0.0,NO_5500,1
264432199,001,,,20.0,0.0,5.0,25.0,2350124.0,2338554.0,0.0,NO_5500,1
264432928,002,,,2.0,0.0,0.0,2.0,1011169.0,1011169.0,0.0,NO_5500,1
264442471,002,,,3.0,0.0,0.0,3.0,419088.0,419088.0,0.0,NO_5500,1
264447021,001,,,1.0,0.0,1.0,2.0,1816843.0,1698300.0,0.0,NO_5500,1
264447671,002,,,4.0,0.0,1.0,5.0,847834.0,815469.0,0.0,NO_5500,1
264448404,001,,,16.0,0.0,11.0,27.0,1610991.0,1559263.0,0.0,NO_5500,1
264451626,002,,,5.0,0.0,1.0,6.0,851989.0,844341.0,0.0,NO_5500,1
264464632,003,,,3.0,0.0,0.0,3.0,126095.0,0.0,0.0,NO_5500,1
264467211,003,,,9.0,0.0,0.0,9.0,1347310.0,1347310.0,0.0,NO_5500,1
264469292,002,,,3.0,0.0,0.0,3.0,2847817.0,2847817.0,0.0,NO_5500,1
264474795,001,,,3.0,0.0,0.0,3.0,1977400.0,1977400.0,0.0,NO_5500,1
264474893,002,,,22.0,0.0,1.0,23.0,1555259.0,1549508.0,0.0,NO_5500,1
264476037,002,,,1.0,0.0,1.0,2.0,362554.0,358949.0,0.0,NO_5500,1
264476447,002,,,15.0,0.0,14.0,29.0,421221.0,382851.0,0.0,NO_5500,1
264477495,002,,,6.0,0.0,1.0,7.0,320392.0,317644.0,0.0,NO_5500,1
264478341,002,,,19.0,0.0,6.0,25.0,1149522.0,1118673.0,0.0,NO_5500,1
264480421,002,,,3.0,0.0,0.0,3.0,317334.0,317334.0,0.0,NO_5500,1
264481304,002,,,2.0,0.0,0.0,2.0,4959818.0,4959818.0,0.0,NO_5500,1
264484574,002,,,2.0,0.0,1.0,3.0,2752344.0,2751907.0,0.0,NO_5500,1
264488623,002,,,6.0,0.0,0.0,6.0,123551.0,3110.0,0.0,NO_5500,1
264494814,002,,,15.0,0.0,0.0,15.0,84230.0,0.0,0.0,NO_5500,1
264495272,002,,,2.0,0.0,0.0,2.0,186802.0,186802.0,0.0,NO_5500,1
264496522,002,,,3.0,0.0,0.0,3.0,72999.0,0.0,0.0,NO_5500,1
264501168,001,,,4.0,0.0,0.0,4.0,3289463.0,3289463.0,0.0,NO_5500,1
264503174,003,,,8.0,0.0,1.0,9.0,939306.0,902700.0,0.0,NO_5500,1
264511570,003,,,28.0,0.0,5.0,33.0,7564465.0,7487688.0,0.0,NO_5500,1
264514502,001,,,2.0,0.0,0.0,2.0,249545.0,249545.0,0.0,NO_5500,1
264518762,002,,,27.0,0.0,0.0,27.0,1604496.0,1602992.0,0.0,NO_5500,1
264519376,002,,,9.0,0.0,3.0,12.0,129616.0,127464.0,0.0,NO_5500,1
264525571,002,,,12.0,0.0,0.0,12.0,603161.0,603161.0,0.0,NO_5500,1
264526424,002,,,6.0,0.0,0.0,6.0,707066.0,707066.0,0.0,NO_5500,1
264527327,002,,,5.0,0.0,4.0,9.0,481903.0,453456.0,0.0,NO_5500,1
264527862,002,,,12.0,0.0,0.0,12.0,723383.0,722384.0,0.0,NO_5500,1
264528599,003,,,6.0,0.0,2.0,8.0,1809336.0,1805704.0,0.0,NO_5500,1
264533299,002,,,5.0,0.0,0.0,5.0,167679.0,167679.0,0.0,NO_5500,1
264533347,001,,,5.0,0.0,2.0,7.0,1278893.0,1273146.0,0.0,NO_5500,1
264536252,002,,,11.0,0.0,1.0,12.0,1356148.0,1355075.0,0.0,NO_5500,1
264536747,003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_5500,1
264536912,002,,,18.0,0.0,3.0,21.0,2078334.0,2070911.0,0.0,NO_5500,1
264541998,002,,,23.0,0.0,3.0,26.0,555478.0,553712.0,0.0,NO_5500,1
264548373,002,,,13.0,0.0,1.0,14.0,408365.0,406392.0,0.0,NO_5500,1
264549102,002,,,5.0,0.0,11.0,16.0,295420.0,233255.0,0.0,NO_5500,1
264550310,001,,,4.0,0.0,0.0,4.0,705410.0,705410.0,0.0,NO_5500,1
264551057,002,,,5.0,0.0,0.0,5.0,2169256.0,2169256.0,0.0,NO_5500,1
264552482,002,,,18.0,0.0,1.0,19.0,234867.0,233363.0,0.0,NO_5500,1
264552881,002,,,1.0,0.0,0.0,1.0,441653.0,264992.0,0.0,NO_5500,1
264553323,002,,,9.0,0.0,0.0,9.0,376274.0,376274.0,0.0,NO_5500,1
264554487,002,,,3.0,0.0,0.0,3.0,348256.0,278604.0,0.0,NO_5500,1
264555901,002,,,9.0,0.0,0.0,9.0,608757.0,608757.0,0.0,NO_5500,1
264562658,002,,,7.0,0.0,26.0,33.0,900864.0,880017.0,0.0,NO_5500,1
264566160,002,,,18.0,0.0,1.0,19.0,369696.0,364965.0,0.0,NO_5500,1
264567019,001,,,2.0,0.0,0.0,2.0,363459.0,361736.0,0.0,NO_5500,1
264573729,001,,,4.0,0.0,0.0,4.0,1312813.0,1312813.0,0.0,NO_5500,1
264576228,002,,,94.0,0.0,5.0,99.0,1011280.0,974018.0,0.0,NO_5500,1
264583593,001,,,2.0,0.0,0.0,2.0,1003351.0,1003351.0,0.0,NO_5500,1
264592625,002,,,18.0,0.0,0.0,18.0,835182.0,834190.0,0.0,NO_5500,1
264594924,002,,,3.0,0.0,0.0,3.0,265190.0,263646.0,0.0,NO_5500,1
264600163,002,,,5.0,0.0,0.0,5.0,1057011.0,642251.0,0.0,NO_5500,1
264604343,002,,,4.0,0.0,3.0,7.0,2668912.0,2646073.0,0.0,NO_5500,1
264606738,002,,,1.0,0.0,1.0,2.0,558723.0,557499.0,0.0,NO_5500,1
264606841,001,,,4.0,0.0,0.0,4.0,772871.0,737320.0,0.0,NO_5500,1
264608792,002,,,25.0,0.0,8.0,33.0,2666571.0,1803462.0,0.0,NO_5500,1
264612288,002,,,12.0,0.0,14.0,26.0,613434.0,362866.0,0.0,NO_5500,1
264614531,002,,,5.0,0.0,0.0,5.0,862124.0,862124.0,0.0,NO_5500,1
264617109,002,,,11.0,0.0,0.0,11.0,633195.0,633195.0,0.0,NO_5500,1
264621331,002,,,4.0,0.0,0.0,4.0,897508.0,897508.0,0.0,NO_5500,1
264626204,002,,,5.0,0.0,0.0,5.0,1358274.0,1358274.0,0.0,NO_5500,1
264626538,002,,,11.0,0.0,2.0,13.0,903023.0,898602.0,0.0,NO_5500,1
264626981,002,,,6.0,0.0,0.0,6.0,736231.0,736231.0,0.0,NO_5500,1
264626998,002,,,8.0,0.0,4.0,12.0,2883618.0,2881896.0,0.0,NO_5500,1
264627565,002,,,8.0,0.0,3.0,11.0,2286294.0,2278233.0,0.0,NO_5500,1
264628856,003,,,3.0,0.0,1.0,4.0,376115.0,361754.0,0.0,NO_5500,1
264632188,002,,,5.0,0.0,7.0,12.0,2463851.0,2386242.0,0.0,NO_5500,1
264632538,002,,,5.0,0.0,0.0,5.0,475680.0,474752.0,0.0,NO_5500,1
264633098,001,,,4.0,0.0,2.0,6.0,3018107.0,3009057.0,0.0,NO_5500,1
264635455,002,,,12.0,0.0,5.0,17.0,1729119.0,1691470.0,0.0,NO_5500,1
264636772,002,,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,NO_5500,1
264639302,003,,,31.0,0.0,0.0,31.0,0.0,0.0,0.0,NO_5500,1
264641753,002,,,10.0,0.0,9.0,19.0,1368730.0,1341448.0,0.0,NO_5500,1
264645116,002,,,7.0,0.0,1.0,8.0,479402.0,471557.0,0.0,NO_5500,1
264645702,001,,,4.0,0.0,1.0,5.0,2332841.0,2330698.0,0.0,NO_5500,1
264646333,001,,,3.0,0.0,0.0,3.0,1979899.0,1979899.0,0.0,NO_5500,1
264654659,002,,,25.0,0.0,4.0,29.0,488730.0,287123.0,0.0,NO_5500,1
264657960,002,,,4.0,0.0,0.0,4.0,2585531.0,2577931.0,0.0,NO_5500,1
264663538,001,,,4.0,0.0,0.0,4.0,1539917.0,1539917.0,0.0,NO_5500,1
264665780,001,,,3.0,0.0,0.0,3.0,575015.0,575015.0,0.0,NO_5500,1
264669757,002,,,3.0,0.0,0.0,3.0,1017736.0,1017736.0,0.0,NO_5500,1
264670422,002,,,3.0,0.0,0.0,3.0,1912246.0,1911746.0,0.0,NO_5500,1
264673078,002,,,15.0,0.0,6.0,21.0,1305278.0,1281547.0,0.0,NO_5500,1
264677031,002,,,6.0,0.0,0.0,6.0,413610.0,413610.0,0.0,NO_5500,1
264677571,002,,,11.0,0.0,0.0,11.0,362341.0,362341.0,0.0,NO_5500,1
264679020,001,,,2.0,0.0,0.0,2.0,288686.0,288686.0,0.0,NO_5500,1
264679082,002,,,5.0,0.0,0.0,5.0,787118.0,787118.0,0.0,NO_5500,1
264680288,002,,,5.0,0.0,0.0,5.0,246421.0,246421.0,0.0,NO_5500,1
264684455,002,,,3.0,0.0,0.0,3.0,28669.0,28669.0,0.0,NO_5500,1
264686904,002,,,19.0,0.0,2.0,21.0,753226.0,748970.0,0.0,NO_5500,1
264687965,002,,,53.0,0.0,8.0,61.0,2732798.0,2704568.0,0.0,NO_5500,1
264691734,002,,,3.0,0.0,0.0,3.0,720599.0,718883.0,0.0,NO_5500,1
264697684,002,,,10.0,0.0,3.0,13.0,714201.0,714201.0,0.0,NO_5500,1
264702415,002,,,9.0,0.0,0.0,9.0,663736.0,663736.0,0.0,NO_5500,1
264709006,002,,,12.0,0.0,6.0,18.0,2833912.0,2810366.0,0.0,NO_5500,1
264712185,002,,,2.0,0.0,1.0,3.0,1881873.0,1875214.0,0.0,NO_5500,1
264718435,002,,,15.0,0.0,2.0,17.0,192001.0,111176.0,0.0,NO_5500,1
264718498,002,,,8.0,0.0,4.0,12.0,579573.0,571470.0,0.0,NO_5500,1
264720345,002,,,11.0,0.0,4.0,15.0,2319952.0,2300948.0,0.0,NO_5500,1
264722302,001,,,5.0,0.0,0.0,5.0,111760.0,111760.0,0.0,NO_5500,1
264725861,001,,,3.0,0.0,1.0,4.0,1711543.0,1709761.0,0.0,NO_5500,1
264728560,002,,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,NO_5500,1
264734580,002,,,5.0,0.0,0.0,5.0,148714.0,148714.0,0.0,NO_5500,1
264736322,001,,,2.0,0.0,0.0,2.0,450071.0,236787.0,0.0,NO_5500,1
264736355,002,,,6.0,0.0,0.0,6.0,445359.0,445359.0,0.0,NO_5500,1
264738623,001,,,5.0,0.0,0.0,5.0,1254338.0,1254338.0,0.0,NO_5500,1
264739306,002,,,7.0,0.0,0.0,7.0,843926.0,843486.0,0.0,NO_5500,1
264739804,001,"RONALD J. MIX, A SOLE PROPRIETORSHIP","RONALD J. MIX, ASP DEFINED BENEFIT PENSION PLAN",1.0,0.0,7.0,8.0,11887.0,0.0,0.0,FULL_MATCH,1
264741177,002,,,6.0,0.0,0.0,6.0,237950.0,0.0,0.0,NO_5500,1
264741556,001,,,8.0,0.0,0.0,8.0,883360.0,883360.0,0.0,NO_5500,1
264744126,002,,,3.0,0.0,0.0,3.0,1645644.0,1645644.0,0.0,NO_5500,1
264749002,002,,,3.0,0.0,0.0,3.0,784799.0,784799.0,0.0,NO_5500,1
264750426,001,,,2.0,0.0,0.0,2.0,2253316.0,2253316.0,0.0,NO_5500,1
